user name,user image,bio,number of posts,number of followers,number of following,last 50 posts,average engagement
dualipa,https://instagram.fjlr2-2.fna.fbcdn.net/v/t51.2885-19/432602079_308442161930401_3432413728110357823_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fjlr2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=154sg8Q2_pkQ7kNvgGUG8Yp&_nc_gid=8323e3af728a4af5afe561ead67b1f88&edm=AP4sbd4BAAAA&ccb=7-5&oh=00_AYBoPcbFhNIKupM6Q35CbXFg4eo2kkpLtRCEYawCbslfJA&oe=67A2A17E&_nc_sid=7a9f4b,"RADICAL OPTIMISM
@service95
@sunnyhillfestival
@sunnyhillfoundation",287,87.4M,4,"['https://www.instagram.com/dualipa/p/DEFd4q8NxHO/', 'https://www.instagram.com/dualipa/p/DEIM3xHNTs6/', 'https://www.instagram.com/dualipa/p/DFYHUpOtwxQ/', 'https://www.instagram.com/dualipa/p/DFAfwDrxdKd/', 'https://www.instagram.com/dualipa/p/DE8ET8etjmi/']",3089158.0
